@relation '2025-08-MD-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,25-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R126-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R57,93,121-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Remove-R84-86,122-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.instance.RemoveRange-V-R1-560-weka.filters.unsupervised.attribute.Remove-V-R24,27,29,26,30,31,33,99,102,109,62,63,65,68,69,6,5,9,82,83,86'

@attribute UEMPMEAN {'\'(-inf-14.9]\'','\'(14.9-27.8]\'','\'(27.8-inf)\''}
@attribute UEMP15OV numeric
@attribute UEMP27OV numeric
@attribute UEMP5TO14 numeric
@attribute CLAIMSx numeric
@attribute PAYEMS numeric
@attribute CES1021000001 numeric
@attribute CPIAUCSL numeric
@attribute CPIMEDSL numeric
@attribute PCEPI numeric
@attribute M1SL numeric
@attribute M2SL numeric
@attribute BOGMBASE numeric
@attribute BUSLOANS numeric
@attribute REALLN numeric
@attribute INDPRO numeric
@attribute RETAILx numeric
@attribute IPCONGD numeric
@attribute AAA numeric
@attribute BAA numeric
@attribute T10YFFM numeric

@data
'\'(-inf-14.9]\'',-0.559644,-0.547489,-0.097329,-0.275189,-0.021326,-0.047737,-0.230576,-0.436582,-0.139203,-0.339181,-0.433985,-0.531897,-0.329652,-0.562158,-0.219683,-0.412615,0.037987,1.052477,0.999268,-0.397988
'\'(-inf-14.9]\'',-0.565194,-0.552789,-0.111899,-0.291321,-0.013025,-0.049201,-0.2247,-0.430331,-0.130443,-0.339386,-0.433396,-0.532821,-0.32753,-0.554587,-0.212925,-0.407121,0.039848,1.071125,0.999268,-0.636416
'\'(-inf-14.9]\'',-0.662875,-0.626228,-0.260957,-0.225858,-0.00463,-0.083608,-0.219999,-0.424079,-0.124735,-0.339775,-0.433312,-0.536808,-0.314171,-0.550847,-0.223144,-0.417242,0.040528,1.078584,0.985524,-0.736807
'\'(-inf-14.9]\'',-0.63568,-0.599729,-0.291217,-0.140522,0.001493,-0.054325,-0.212947,-0.418965,-0.118325,-0.339939,-0.43205,-0.534786,-0.31497,-0.547532,-0.217252,-0.412968,0.046472,1.138255,1.00614,-0.92504
'\'(-inf-14.9]\'',-0.61126,-0.564146,-0.141038,-0.188216,0.006859,-0.044808,-0.202369,-0.414418,-0.106817,-0.340718,-0.43099,-0.533168,-0.311623,-0.542269,-0.218062,-0.398936,0.038595,1.134526,0.985524,-1.031706
'\'(-inf-14.9]\'',-0.638455,-0.626985,-0.137676,-0.128832,0.010709,-0.047005,-0.195317,-0.409303,-0.100468,-0.341578,-0.430047,-0.533746,-0.305223,-0.538859,-0.230712,-0.393836,0.008617,1.052477,0.933985,-1.213665
'\'(-inf-14.9]\'',-0.665095,-0.642884,-0.100691,-0.089086,0.014307,-0.118016,-0.190616,-0.403052,-0.096653,-0.341885,-0.427305,-0.531955,-0.305277,-0.534532,-0.230764,-0.393605,0.009501,0.877191,0.786238,-1.401898
'\'(-inf-14.9]\'',-0.590169,-0.636828,-0.166815,-0.048873,0.015633,-0.192687,-0.185915,-0.397369,-0.092471,-0.341004,-0.423182,-0.530799,-0.296915,-0.5297,-0.252826,-0.389757,-0.065308,0.81379,0.731263,-1.383075
'\'(-inf-14.9]\'',-0.663985,-0.683011,-0.080518,-0.082072,0.017243,-0.016258,-0.185915,-0.391686,-0.092257,-0.340677,-0.41948,-0.531839,-0.291685,-0.524026,-0.230801,-0.377654,-0.007678,0.824978,0.734699,-1.169744
'\'(-inf-14.9]\'',-0.631795,-0.653484,-0.1444,-0.075058,0.025102,-0.006008,-0.182389,-0.384866,-0.08835,-0.340349,-0.416434,-0.531781,-0.289298,-0.5191,-0.238399,-0.378422,-0.019673,0.843625,0.745007,-1.138371
'\'(-inf-14.9]\'',-0.614035,-0.6179,-0.132072,0.052361,0.028479,-0.005276,-0.175337,-0.379183,-0.081483,-0.339202,-0.4128,-0.531666,-0.286646,-0.515611,-0.241286,-0.387096,-0.012382,0.81006,0.710647,-1.138371
'\'(-inf-14.9]\'',-0.599605,-0.611086,-0.08388,-0.071551,0.03719,0.015222,-0.169461,-0.371795,-0.077636,-0.338936,-0.409569,-0.529586,-0.286249,-0.511362,-0.233636,-0.380309,0.001547,0.798872,0.710647,-1.044255
'\'(-inf-14.9]\'',-0.62347,-0.626228,-0.137676,0.01472,0.039841,0.016686,-0.164759,-0.367248,-0.072508,-0.337911,-0.406338,-0.525831,-0.288859,-0.507295,-0.220657,-0.378285,0.055765,0.787683,0.714083,-1.000334
'\'(-inf-14.9]\'',-0.602935,-0.6179,-0.021119,0.041841,0.051203,0.041576,-0.150656,-0.360997,-0.059078,-0.337399,-0.403932,-0.526524,-0.291066,-0.503973,-0.232633,-0.353692,-0.016405,0.836166,0.755315,-0.630142
'\'(-inf-14.9]\'',-0.637345,-0.634556,-0.049137,0.028982,0.058778,0.042308,-0.144779,-0.354745,-0.051203,-0.336846,-0.401846,-0.529644,-0.290127,-0.498893,-0.211911,-0.359958,0.024976,0.921945,0.824034,-0.473281
'\'(-inf-14.9]\'',-0.64789,-0.624714,-0.009912,-0.032039,0.065217,0.037916,-0.137728,-0.347926,-0.044426,-0.33615,-0.400011,-0.526928,-0.287949,-0.494977,-0.200938,-0.356883,0.046379,0.977887,0.848086,-0.423085
'\'(-inf-14.9]\'',-0.622915,-0.615629,0.06854,0.045348,0.06629,0.065003,-0.134202,-0.340538,-0.040641,-0.335208,-0.398076,-0.52404,-0.284636,-0.490994,-0.206138,-0.362776,0.032221,1.011453,0.879009,-0.285048
'\'(-inf-14.9]\'',-0.60127,-0.619414,0.178372,0.014954,0.071151,0.096482,-0.131851,-0.333718,-0.036582,-0.335597,-0.398245,-0.524098,-0.286122,-0.485853,-0.19932,-0.36439,0.029442,1.015182,0.916805,-0.253676
'\'(-inf-14.9]\'',-0.589614,-0.622443,0.009141,0.048387,0.071845,0.109659,-0.122449,-0.326898,-0.028584,-0.334655,-0.39604,-0.521556,-0.28392,-0.481448,-0.191452,-0.357319,0.066524,0.936863,0.851522,-0.498379
'\'(-inf-14.9]\'',-0.535224,-0.586102,0.145871,0.069896,0.07074,0.10307,-0.115397,-0.318942,-0.024097,-0.334389,-0.394223,-0.520285,-0.285928,-0.476573,-0.195316,-0.354564,0.037282,0.929404,0.84465,-0.416811
'\'(-inf-14.9]\'',-0.494709,-0.554303,0.161561,0.150557,0.064144,0.080376,-0.102469,-0.310985,-0.011979,-0.333242,-0.391278,-0.519591,-0.285379,-0.473763,-0.186918,-0.350574,0.048346,0.992805,0.916805,-0.228578
'\'(-inf-14.9]\'',-0.445868,-0.515691,0.29605,0.196147,0.061524,0.087697,-0.091891,-0.304734,-0.000716,-0.33232,-0.389158,-0.517916,-0.286478,-0.471485,-0.186419,-0.347888,0.071376,1.048748,0.995832,-0.184657
'\'(-inf-14.9]\'',-0.449198,-0.517962,0.343121,0.342271,0.056916,0.072323,-0.081313,-0.296778,0.009845,-0.332381,-0.388367,-0.517454,-0.2889,-0.468087,-0.200727,-0.344907,0.024611,1.037559,1.030192,-0.234852
'\'(-inf-14.9]\'',-0.370387,-0.476322,0.398037,0.442804,0.052024,0.075984,-0.077787,-0.288821,0.012196,-0.331931,-0.387812,-0.514623,-0.286853,-0.465134,-0.229587,-0.347183,-0.014073,0.951781,0.98896,-0.253676
'\'(-inf-14.9]\'',-0.385373,-0.477836,0.510111,0.48138,0.05032,0.079644,-0.071911,-0.28257,0.013936,-0.331398,-0.386264,-0.513698,-0.28394,-0.460958,-0.245465,-0.353949,-0.039597,0.858543,0.923677,-0.134461
'\'(-inf-14.9]\'',-0.350962,-0.449823,0.582959,0.410072,0.046848,0.071591,-0.066034,-0.27575,0.021017,-0.330886,-0.383588,-0.516991,-0.290592,-0.458222,-0.253026,-0.372029,-0.023293,0.854814,0.930549,0.122791
'\'(-inf-14.9]\'',-0.301567,-0.422567,0.693912,0.616983,0.036653,0.067199,-0.064859,-0.269499,0.021963,-0.32978,-0.380762,-0.518551,-0.290779,-0.455227,-0.269514,-0.35908,-0.055123,0.776495,0.799982,0.386317
'\'(-inf-14.9]\'',-0.200556,-0.386983,0.91918,0.685252,0.031382,0.058414,-0.064859,-0.263247,0.02236,-0.328531,-0.377834,-0.516125,-0.291708,-0.452084,-0.282149,-0.354522,-0.05361,0.81379,0.806854,0.63102
'\'(-inf-14.9]\'',-0.162261,-0.365784,0.774605,0.538661,0.024502,0.034988,-0.061333,-0.256996,0.025748,-0.327629,-0.376067,-0.514392,-0.296546,-0.450264,-0.276409,-0.346305,-0.053819,0.787683,0.755315,0.718862
'\'(-inf-14.9]\'',-0.13673,-0.316573,0.845211,0.443973,0.02144,0.004973,-0.055456,-0.251881,0.033501,-0.326462,-0.374283,-0.514276,-0.300991,-0.449253,-0.253969,-0.346016,0.003884,0.787683,0.727827,0.819253
'\'(-inf-14.9]\'',0.019226,-0.267361,0.84297,0.357935,0.023871,-0.019186,-0.050755,-0.245061,0.036676,-0.324844,-0.372786,-0.512081,-0.302652,-0.447326,-0.235735,-0.34425,0.045096,0.843625,0.762187,0.875723
'\'(-inf-14.9]\'',-0.06125,-0.268118,0.776846,0.309539,0.022608,-0.055057,-0.048405,-0.239378,0.039637,-0.32384,-0.372079,-0.510983,-0.306578,-0.448132,-0.229491,-0.341558,0.037005,0.839896,0.738135,0.919644
'\'(-inf-14.9]\'',-0.021289,-0.222692,0.719689,0.371963,0.022892,-0.10191,-0.043703,-0.231422,0.044032,-0.322775,-0.372264,-0.510925,-0.312582,-0.448572,-0.229165,-0.346121,0.036419,0.746659,0.655672,0.787881
'\'(-inf-14.9]\'',-0.000754,-0.205278,0.699515,0.338764,0.024028,-0.149495,-0.039002,-0.22517,0.050534,-0.322181,-0.372281,-0.509943,-0.309881,-0.448206,-0.210364,-0.345343,0.085891,0.694446,0.607568,0.762784
'\'(-inf-14.9]\'',0.077502,-0.171966,0.749949,0.330581,0.024849,-0.194151,-0.036652,-0.219487,0.054075,-0.320481,-0.371406,-0.509192,-0.30938,-0.447341,-0.212773,-0.350632,0.07789,0.672069,0.600696,0.838077
'\'(-inf-14.9]\'',0.121902,-0.065214,0.75219,0.436491,0.022924,-0.241736,-0.0296,-0.213804,0.058256,-0.318515,-0.370497,-0.50613,-0.312535,-0.446567,-0.215823,-0.346374,0.083044,0.645962,0.586952,1.020035
'\'(14.9-27.8]\'',0.218473,0.031695,0.788054,0.489563,0.023871,-0.27834,-0.024899,-0.206984,0.063018,-0.316589,-0.36937,-0.502086,-0.312624,-0.445987,-0.226312,-0.347057,0.038969,0.582561,0.521669,1.051408
'\'(14.9-27.8]\'',0.311714,0.121791,0.802623,0.406565,0.024975,-0.307623,-0.023723,-0.200165,0.065613,-0.313845,-0.367855,-0.503415,-0.318473,-0.44439,-0.238292,-0.331511,0.00671,0.541536,0.477002,1.264739
'\'(14.9-27.8]\'',0.379424,0.183116,0.944957,0.421528,0.023334,-0.337638,-0.020197,-0.192777,0.070466,-0.310813,-0.364692,-0.504512,-0.323153,-0.442987,-0.222122,-0.331448,0.041535,0.575102,0.511361,1.440423
'\'(14.9-27.8]\'',0.387194,0.233842,0.774605,0.362143,0.025038,-0.353743,-0.014321,-0.185957,0.075106,-0.308458,-0.364036,-0.50197,-0.326182,-0.442252,-0.202836,-0.334281,0.071933,0.597479,0.518233,1.616107
'\'(14.9-27.8]\'',0.350564,0.217943,0.79702,0.309539,0.029773,-0.376438,-0.010795,-0.179705,0.080295,-0.307004,-0.364742,-0.503415,-0.329825,-0.438633,-0.185086,-0.327623,0.104166,0.59002,0.504489,1.735322
'\'(14.9-27.8]\'',0.524836,0.395105,0.760035,0.305564,0.033876,-0.395472,-0.007269,-0.175159,0.082859,-0.305611,-0.364928,-0.502606,-0.332566,-0.438308,-0.177429,-0.324749,0.12695,0.571372,0.477002,1.622382
'\'(14.9-27.8]\'',0.699107,0.520784,0.783571,0.311877,0.03577,-0.442324,-0.002568,-0.170044,0.086277,-0.304853,-0.365802,-0.501104,-0.333959,-0.439665,-0.176111,-0.320913,0.109822,0.548995,0.449514,1.578461
'\'(14.9-27.8]\'',0.619187,0.5011,0.809348,0.4241,0.038452,-0.465019,0.002133,-0.164361,0.092657,-0.30301,-0.365718,-0.499197,-0.336209,-0.440128,-0.154927,-0.312291,0.156107,0.493053,0.377359,1.63493
'\'(14.9-27.8]\'',0.599761,0.462487,0.818314,0.25787,0.042366,-0.487713,0.005659,-0.159246,0.095252,-0.30088,-0.364894,-0.497868,-0.338713,-0.439218,-0.16805,-0.314606,0.156413,0.448299,0.312076,1.446697
'\'(14.9-27.8]\'',0.558136,0.491257,0.865385,0.303694,0.043502,-0.533833,0.009185,-0.154131,0.098426,-0.297951,-0.362959,-0.495442,-0.337281,-0.437671,-0.16053,-0.304421,0.141648,0.437111,0.301768,1.390227
'\'(14.9-27.8]\'',0.558691,0.554097,0.582959,0.120397,0.049373,-0.517728,0.016237,-0.14788,0.105294,-0.294735,-0.360687,-0.493767,-0.339219,-0.436027,-0.144453,-0.295527,0.188672,0.463217,0.377359,1.572186
'\'(14.9-27.8]\'',0.49875,0.401162,0.911335,0.047686,0.053949,-0.527245,0.020938,-0.142197,0.10914,-0.292277,-0.360233,-0.490242,-0.339147,-0.435286,-0.135385,-0.295208,0.194332,0.504242,0.41859,1.754145
'\'(14.9-27.8]\'',0.639722,0.449617,0.727534,-0.06103,0.060861,-0.530905,0.023289,-0.13765,0.112559,-0.290393,-0.360536,-0.486776,-0.339703,-0.434843,-0.131792,-0.287019,0.195764,0.459488,0.367051,1.798066
'\'(14.9-27.8]\'',0.470445,0.381477,0.604253,-0.030169,0.069951,-0.525781,0.029165,-0.131399,0.11732,-0.289266,-0.361478,-0.487527,-0.340883,-0.435831,-0.122406,-0.277566,0.215403,0.433381,0.318947,1.628656
'\'(14.9-27.8]\'',0.383864,0.336808,0.526922,-0.064537,0.078094,-0.593131,0.032691,-0.125716,0.120281,-0.288631,-0.362252,-0.488163,-0.343173,-0.435342,-0.110833,-0.281015,0.220043,0.358791,0.222741,1.409051
'\'(14.9-27.8]\'',0.342239,0.260341,0.623305,-0.004919,0.076706,-0.577026,0.035042,-0.121738,0.12431,-0.287627,-0.362723,-0.486314,-0.346001,-0.433663,-0.113183,-0.287067,0.22176,0.310308,0.140277,1.208269
'\'(14.9-27.8]\'',0.286183,0.129362,0.571751,0.012616,0.086048,-0.585079,0.040918,-0.116055,0.12956,-0.285743,-0.36279,-0.48279,-0.353105,-0.432084,-0.106536,-0.263969,0.224271,0.265554,0.136841,1.271013
'\'(14.9-27.8]\'',0.334469,0.237627,0.568389,-0.039521,0.094601,-0.577758,0.045619,-0.108098,0.135665,-0.281995,-0.358483,-0.481634,-0.350139,-0.429025,-0.115481,-0.259485,0.1989,0.254365,0.160893,1.289836
'\'(14.9-27.8]\'',0.356669,0.245199,0.748828,-0.043496,0.099999,-0.635592,0.046795,-0.103552,0.136337,-0.28011,-0.357557,-0.478746,-0.347334,-0.426658,-0.110041,-0.259182,0.206047,0.217071,0.11279,1.214543
'\'(14.9-27.8]\'',0.303944,0.233085,0.533646,-0.005854,0.109846,-0.661214,0.049145,-0.098437,0.139511,-0.278165,-0.357625,-0.476839,-0.350262,-0.425474,-0.103875,-0.244529,0.235659,0.157399,0.064686,1.107878
'\'(14.9-27.8]\'',0.292844,0.233085,0.543733,-0.051678,0.114454,-0.697818,0.052671,-0.095027,0.142899,-0.276198,-0.357002,-0.475799,-0.350531,-0.423856,-0.106543,-0.247607,0.230492,0.038055,-0.0487,1.045133
'\'(14.9-27.8]\'',0.301724,0.222485,0.455195,-0.06103,0.122313,-0.675124,0.055022,-0.090481,0.144975,-0.27415,-0.355908,-0.473604,-0.35334,-0.421932,-0.094226,-0.240422,0.241531,-0.032806,-0.138035,0.806705
'\'(14.9-27.8]\'',0.294509,0.262612,0.452953,-0.01053,0.131308,-0.68098,0.062074,-0.085366,0.151233,-0.272327,-0.355151,-0.471582,-0.355248,-0.419568,-0.076162,-0.235301,0.259912,-0.029076,-0.148343,0.850626
'\'(14.9-27.8]\'',0.270643,0.255798,0.457436,-0.051678,0.139325,-0.684641,0.066775,-0.081956,0.155018,-0.270074,-0.352896,-0.469386,-0.355082,-0.417131,-0.064814,-0.223961,0.265096,0.067891,-0.028085,1.076505
'\'(14.9-27.8]\'',0.260653,0.24217,0.282601,-0.135846,0.14993,-0.583614,0.070301,-0.077978,0.155475,-0.268948,-0.352156,-0.465573,-0.355516,-0.411721,-0.050621,-0.217068,0.275523,0.067891,-0.017777,1.145524
'\'(14.9-27.8]\'',0.311714,0.205072,0.307257,0.033424,0.158673,-0.604845,0.070301,-0.074568,0.156147,-0.268538,-0.352089,-0.466035,-0.350842,-0.411263,-0.042997,-0.224708,0.298702,0.064161,-0.031521,1.076505
'\'(14.9-27.8]\'',0.343904,0.224757,0.677101,-0.016609,0.164385,-0.629735,0.075002,-0.070021,0.160787,-0.267575,-0.351954,-0.465978,-0.349927,-0.411199,-0.041413,-0.206491,0.306656,0.123833,0.006275,1.089054
'\'(14.9-27.8]\'',0.308939,0.240656,0.485455,-0.076227,0.178999,-0.655358,0.079703,-0.066043,0.166311,-0.266797,-0.351214,-0.464302,-0.341631,-0.409862,-0.016672,-0.187574,0.33776,0.273013,0.133406,1.352581
'\'(14.9-27.8]\'',0.234568,0.214914,0.358811,-0.037651,0.189856,-0.669999,0.080878,-0.059792,0.168692,-0.266592,-0.351012,-0.460778,-0.334724,-0.407826,-0.001856,-0.189131,0.349394,0.422193,0.267408,1.521991
'\'(14.9-27.8]\'',0.187393,0.177059,0.394675,0.032489,0.200366,-0.691961,0.084404,-0.055814,0.171623,-0.266142,-0.349413,-0.460662,-0.329351,-0.405456,0.00985,-0.193349,0.369777,0.463217,0.301768,1.371404
'\'(14.9-27.8]\'',0.131337,0.089235,0.380105,-0.056354,0.210371,-0.686837,0.089105,-0.051267,0.176537,-0.265752,-0.351315,-0.458063,-0.324079,-0.402666,0.0268,-0.181936,0.39734,0.455758,0.312076,1.170622
'\'(14.9-27.8]\'',0.179623,0.075607,0.231047,-0.046067,0.222018,-0.703674,0.094982,-0.046721,0.182916,-0.264626,-0.349851,-0.456098,-0.314914,-0.398817,0.030009,-0.180566,0.379116,0.507971,0.363615,1.289836
'\'(14.9-27.8]\'',0.139662,0.080907,0.514594,-0.073889,0.231329,-0.70221,0.102034,-0.041606,0.187587,-0.264646,-0.350271,-0.455925,-0.30802,-0.395383,0.046904,-0.16641,0.42702,0.493053,0.342999,1.120427
'\'(14.9-27.8]\'',0.137442,0.061222,0.232168,-0.101945,0.242186,-0.686837,0.10556,-0.036491,0.189845,-0.26438,-0.350204,-0.455001,-0.304467,-0.391091,0.054503,-0.156931,0.405171,0.593749,0.425462,1.095329
'\'(14.9-27.8]\'',0.253438,0.097563,0.194063,-0.087216,0.248814,-0.712459,0.106735,-0.030808,0.193295,-0.264728,-0.350507,-0.453961,-0.29632,-0.387638,0.07538,-0.149986,0.443315,0.679528,0.501053,1.25219
'\'(14.9-27.8]\'',0.093042,0.005954,0.060695,-0.112466,0.261786,-0.718316,0.111436,-0.025693,0.197171,-0.264585,-0.350019,-0.451419,-0.287857,-0.384038,0.092819,-0.147315,0.446659,0.720552,0.542285,1.057682
'\'(14.9-27.8]\'',-0.005749,-0.072028,0.040522,-0.13491,0.271412,-0.730029,0.114962,-0.020578,0.198484,-0.264626,-0.350154,-0.448299,-0.281166,-0.378206,0.118671,-0.144629,0.477125,0.638503,0.466694,0.863175
'\'(14.9-27.8]\'',-0.05681,-0.09247,0.060695,-0.086748,0.281891,-0.743938,0.119663,-0.0166,0.202635,-0.264482,-0.349144,-0.449628,-0.268112,-0.373156,0.123711,-0.139566,0.468823,0.638503,0.459822,0.794156
'\'(14.9-27.8]\'',-0.085115,-0.17878,0.097679,-0.066875,0.287856,-0.77615,0.124364,-0.012054,0.206267,-0.265302,-0.349565,-0.451534,-0.252787,-0.367817,0.120466,-0.154407,0.477886,0.563913,0.380795,0.354945
'\'(14.9-27.8]\'',-0.117305,-0.093984,0.186218,-0.055185,0.294611,-0.773221,0.12789,-0.008075,0.210052,-0.265445,-0.349363,-0.448761,-0.244217,-0.363577,0.124307,-0.143375,0.47577,0.511701,0.329255,0.147889
'\'(14.9-27.8]\'',-0.014074,-0.037201,0.291567,-0.00866,0.299566,-0.786399,0.134942,-0.005234,0.215455,-0.264913,-0.348,-0.44541,-0.239401,-0.360052,0.119651,-0.142691,0.456738,0.478135,0.294896,0.016125
'\'(14.9-27.8]\'',0.043646,-0.11064,0.248979,0.085093,0.298998,-0.803969,0.138468,-0.001824,0.21863,-0.265732,-0.343793,-0.445121,-0.228607,-0.355602,0.132453,-0.12832,0.470718,0.336414,0.157457,-0.228578
'\'(14.9-27.8]\'',-0.12896,-0.171966,0.273635,0.066389,0.306699,-0.817146,0.141994,0.002154,0.220644,-0.265957,-0.339637,-0.444659,-0.223135,-0.351389,0.141077,-0.11618,0.486839,0.205882,0.054378,-0.510928
'\'(14.9-27.8]\'',-0.103985,-0.160609,0.510111,0.090471,0.309571,-0.825931,0.144345,0.006132,0.223239,-0.265691,-0.336524,-0.444024,-0.213478,-0.346039,0.129999,-0.122833,0.465436,0.246906,0.102482,-0.347792
'\'(14.9-27.8]\'',-0.059585,-0.171966,0.363294,0.01963,0.317903,-0.838376,0.14787,0.011816,0.227695,-0.265711,-0.332889,-0.444255,-0.208244,-0.343336,0.164748,-0.112549,0.523491,0.306578,0.154021,-0.14701
'\'(14.9-27.8]\'',-0.10676,-0.152281,0.208632,0.046517,0.325068,-0.845697,0.150221,0.016362,0.22913,-0.266408,-0.330685,-0.443793,-0.204223,-0.340296,0.175185,-0.111195,0.531161,0.213341,0.064686,-0.366615
'\'(14.9-27.8]\'',-0.12563,-0.183322,0.302774,0.090938,0.329897,-0.85375,0.154922,0.019772,0.234502,-0.26737,-0.328783,-0.443619,-0.203962,-0.339024,0.170718,-0.115062,0.495507,0.138751,0.002839,-0.441909
'\'(14.9-27.8]\'',-0.088445,-0.157581,0.272514,0.116656,0.334284,-0.869123,0.157273,0.02375,0.234441,-0.268026,-0.32769,-0.442175,-0.196081,-0.337177,0.177506,-0.099657,0.508492,0.101456,-0.021213,-0.536025
'\'(14.9-27.8]\'',-0.092885,-0.187865,0.340879,0.060544,0.339334,-0.869855,0.159623,0.02716,0.23844,-0.269378,-0.326074,-0.438304,-0.192998,-0.336134,0.18664,-0.097112,0.520415,0.026866,-0.086496,-0.548574
'\'(14.9-27.8]\'',-0.070685,-0.19165,0.310619,0.102628,0.339082,-0.873515,0.169026,0.032275,0.243079,-0.270197,-0.322978,-0.440673,-0.184675,-0.332653,0.17211,-0.098361,0.475914,0.023137,-0.093368,-0.561123
'\'(14.9-27.8]\'',-0.106205,-0.197707,0.17501,0.117825,0.352338,-0.853017,0.172552,0.035116,0.246376,-0.271221,-0.320639,-0.444139,-0.181569,-0.330795,0.210952,-0.082255,0.534649,0.090268,-0.038393,-0.247401
'\'(14.9-27.8]\'',-0.024619,-0.100041,0.167165,0.16061,0.360386,-0.842768,0.178428,0.037958,0.252694,-0.270381,-0.316416,-0.441366,-0.177703,-0.327391,0.207006,-0.078205,0.510646,0.22453,0.099046,-0.015247
'\'(14.9-27.8]\'',-0.024064,-0.08717,0.278118,0.033658,0.365625,-0.832519,0.18548,0.041368,0.258982,-0.269931,-0.314598,-0.439691,-0.17187,-0.326358,0.234209,-0.069614,0.544737,0.280472,0.154021,0.19181
'\'(14.9-27.8]\'',-0.052925,-0.078085,0.268031,-0.035313,0.376293,-0.829591,0.189006,0.044778,0.262615,-0.271631,-0.312596,-0.439922,-0.166396,-0.325058,0.255123,-0.059879,0.552236,0.325226,0.191817,0.323573
'\'(14.9-27.8]\'',-0.079565,-0.069757,0.058453,-0.046067,0.384941,-0.820074,0.192532,0.048187,0.262584,-0.271897,-0.310425,-0.437958,-0.160291,-0.323195,0.27579,-0.068674,0.580174,0.358791,0.226176,0.411415
'\'(14.9-27.8]\'',-0.111755,-0.095498,0.248979,-0.070382,0.3928,-0.821538,0.196058,0.051597,0.267041,-0.272471,-0.307969,-0.435993,-0.156011,-0.325485,0.275834,-0.061603,0.559222,0.336414,0.208997,0.304749
'\'(14.9-27.8]\'',-0.128405,-0.149253,0.086472,-0.094697,0.39845,-0.823002,0.198408,0.054439,0.269055,-0.274683,-0.306808,-0.435358,-0.152638,-0.320673,0.289968,-0.061504,0.546194,0.265554,0.150585,0.273377
'\'(14.9-27.8]\'',-0.154491,-0.187865,0.116732,-0.043496,0.404826,-0.833984,0.204285,0.057849,0.275038,-0.275789,-0.305226,-0.434722,-0.139331,-0.316854,0.30753,-0.04903,0.586586,0.340144,0.208997,0.342396
'\'(14.9-27.8]\'',-0.12785,-0.210578,0.25122,-0.06103,0.41319,-0.828859,0.210161,0.061259,0.281448,-0.277939,-0.301962,-0.434433,-0.130215,-0.31213,0.306993,-0.037048,0.564971,0.239447,0.11279,0.19181
'\'(14.9-27.8]\'',-0.188346,-0.239348,0.108887,-0.073188,0.42209,-0.803236,0.216038,0.065237,0.285233,-0.27839,-0.298209,-0.431834,-0.122576,-0.308269,0.332219,-0.038924,0.611588,0.131292,0.016583,-0.059168
'\'(14.9-27.8]\'',-0.207771,-0.233291,0.344242,0.006771,0.428276,-0.80104,0.220739,0.066373,0.287705,-0.278841,-0.294255,-0.427212,-0.11441,-0.301601,0.34998,-0.036191,0.620111,0.168587,0.050942,0.016125
